,Unnamed: 0,timestamp,title,url,source,sentiment,score,prob_positive,prob_neutral,prob_negative,net_sentiment,average_sentiment,sentiment_score_ranking
0,0,02-09-2025,"AST SpaceMobile, Teladoc Health And IREN Are Among Top 10 Mid Cap Gainers Last Week (Feb 3-Feb 7): Are The Others In Your Portfolio?",https://www.benzinga.com/news/mid-cap/25/02/43580979/ast-spacemobile-teladoc-health-and-iren-are-among-top-10-mid-cap-gainers-last-week-feb-3-feb-7-are-t,Benzinga,neutral,0.9209166765213012,0.0598236210644245,0.9209166765213012,0.0192596595734357,0.0405639614909888,-0.025602837512269612,0.48719858124386517
1,1,02-05-2025,Why Oklo Stock Jumped 96% in January,https://www.fool.com/investing/2025/02/05/why-oklo-stock-jumped-96-in-january/?source=iedfolrf0000001,The Motley Fool,positive,0.9367003440856934,0.9367003440856934,0.046823788434267,0.0164758507162332,0.9202244933694601,-0.025602837512269612,0.48719858124386517
2,2,02-04-2025,"AI Governance, Power Consumption and Agentic AI: Strategic Insights from the AI Executive Briefing (5th Edition)",https://www.globenewswire.com/news-release/2025/02/04/3020047/28124/en/AI-Governance-Power-Consumption-and-Agentic-AI-Strategic-Insights-from-the-AI-Executive-Briefing-5th-Edition.html,GlobeNewswire Inc.,neutral,0.9195053577423096,0.0593139640986919,0.9195053577423096,0.0211806241422891,0.0381333399564028,-0.025602837512269612,0.48719858124386517
3,3,01-28-2025,"Wall Street Comes To Nvidia's Defense After Biggest Loss Ever, Many Momos Wiped Out",https://www.benzinga.com/markets/equities/25/01/43272853/wall-street-comes-to-nvidias-defense-after-biggest-loss-ever-many-momos-wiped-out,Benzinga,negative,0.7350472807884216,0.0912609249353408,0.1736918687820434,0.7350472807884216,-0.6437863558530809,-0.025602837512269612,0.48719858124386517
4,4,01-27-2025,"Oklo Stock: Buy, Sell, or Hold?",https://www.fool.com/investing/2025/01/27/oklo-stock-buy-sell-or-hold/?source=iedfolrf0000001,The Motley Fool,neutral,0.9028159976005554,0.0276615861803293,0.9028159976005554,0.069522388279438,-0.04186080209910871,-0.025602837512269612,0.48719858124386517
5,5,01-26-2025,Okla And Rigetti Computing Are Among Top 8 Mid Cap Gainers Last Week (Jan 20-Jan 24): Are The Others In Your Portfolio?,https://www.benzinga.com/news/mid-cap/25/01/43218617/okla-and-rigetti-computing-are-among-top-8-mid-cap-gainers-last-week-jan-20-jan-24-are-the-others-in,Benzinga,neutral,0.9127598404884338,0.0542072989046573,0.9127598404884338,0.0330328829586505,0.021174415946006803,-0.025602837512269612,0.48719858124386517
6,6,01-17-2025,"Why Cameco, Oklo, and Nano Nuclear Were All Soaring Today",https://www.fool.com/investing/2025/01/17/why-cameco-oklo-and-nano-nuclear-were-all-soaring/?source=iedfolrf0000001,The Motley Fool,neutral,0.8862752914428711,0.0955986604094505,0.8862752914428711,0.0181261003017425,0.077472560107708,-0.025602837512269612,0.48719858124386517
7,7,01-15-2025,5 AI Stocks to Load Up On in 2025,https://www.fool.com/investing/2025/01/15/5-ai-stocks-to-load-up-on-in-2025/?source=iedfolrf0000001,The Motley Fool,neutral,0.8087568283081055,0.1761960536241531,0.8087568283081055,0.015047107823193,0.16114894580096012,-0.025602837512269612,0.48719858124386517
8,8,12-20-2024,Top 10 Small-Cap Stocks to Watch in 2025,https://www.investing.com/analysis/top-10-smallcap-stocks-to-watch-in-2025-200655548,Investing.com,neutral,0.9172667264938354,0.0466132648289203,0.9172667264938354,0.0361200161278247,0.010493248701095602,-0.025602837512269612,0.48719858124386517
9,9,12-17-2024,Nuclear Energy Stocks: Is It Time to Buy After the Latest Dip?,https://www.investing.com/analysis/nuclear-energy-stocks-is-it-time-to-buy-after-the-latest-dip-200655358,Investing.com,neutral,0.77061527967453,0.0955530628561973,0.77061527967453,0.1338316947221756,-0.038278631865978296,-0.025602837512269612,0.48719858124386517
10,10,11-21-2024,Should Oklo Stock Investors Be Worried About the Financials?,https://www.fool.com/investing/2024/11/21/should-oklo-stock-investors-be-worried-about-the-f/?source=iedfolrf0000001,The Motley Fool,negative,0.5247282385826111,0.0437222234904766,0.4315494894981384,0.5247282385826111,-0.4810060150921345,-0.025602837512269612,0.48719858124386517
11,11,11-20-2024,Oklo Stock Investors: Here's What You Need to Know,https://www.fool.com/investing/2024/11/20/oklo-stock-investors-heres-what-you-need-to-know/?source=iedfolrf0000001,The Motley Fool,neutral,0.9418724775314332,0.0333537645637989,0.9418724775314332,0.0247737653553485,0.008579999208450397,-0.025602837512269612,0.48719858124386517
12,12,11-14-2024,2 Incredible Growth Stocks That Could Power the Fourth Industrial Revolution,https://www.fool.com/investing/2024/11/14/2-incredible-growth-stocks-that-could-power-the-fo/?source=iedfolrf0000001,The Motley Fool,neutral,0.8479740619659424,0.1419293731451034,0.8479740619659424,0.0100965965539217,0.1318327765911817,-0.025602837512269612,0.48719858124386517
13,13,11-05-2024,Why Oklo Stock Skyrocketed 178% in October,https://www.fool.com/investing/2024/11/05/why-oklo-stock-skyrocketed-178-in-october/?source=iedfolrf0000001,The Motley Fool,positive,0.6122397780418396,0.6122397780418396,0.0854212641716003,0.30233895778656,0.3099008202552796,-0.025602837512269612,0.48719858124386517
14,14,11-04-2024,"Why Oklo, Nano Nuclear, and NuScale Power Stocks All Dropped Today",https://www.fool.com/investing/2024/11/04/oklo-nano-nuclear-nuscale-power-stocks-all-drop/?source=iedfolrf0000001,The Motley Fool,negative,0.9587186574935912,0.0116582112386822,0.029623107984662,0.9587186574935912,-0.947060446254909,-0.025602837512269612,0.48719858124386517
15,15,11-01-2024,Nvidia CEO Jensen Huang Is Bullish on Nuclear Power. Will Nvidia Invest in Nuclear Stocks?,https://www.fool.com/investing/2024/11/01/nvidia-ceo-jensen-huang-is-bullish-on-nuclear-powe/?source=iedfolrf0000001,The Motley Fool,neutral,0.8970029950141907,0.0855368077754974,0.8970029950141907,0.0174601692706346,0.0680766385048628,-0.025602837512269612,0.48719858124386517
16,16,10-31-2024,Oklo Stock: Nuclear Powerhouse or Radioactive Hype?,https://www.investing.com/analysis/oklo-stock-nuclear-powerhouse-or-radioactive-hype-200653650,Investing.com,neutral,0.8414985537528992,0.0238387621939182,0.8414985537528992,0.1346627175807953,-0.11082395538687709,-0.025602837512269612,0.48719858124386517
17,17,10-26-2024,3 Nuclear Power Stocks That Could Power the Artificial Intelligence Revolution,https://www.fool.com/investing/2024/10/26/3-nuclear-power-stocks-that-could-power-the-artifi/?source=iedfolrf0000001,The Motley Fool,neutral,0.9248983860015868,0.0602710284292697,0.9248983860015868,0.0148306349292397,0.04544039350003,-0.025602837512269612,0.48719858124386517
18,18,10-24-2024,This Sam Altman-Backed Nuclear Stock Just Doubled in a Week. Is It Too Late to Buy?,https://www.fool.com/investing/2024/10/24/this-sam-altman-backed-nuclear-stock-has-doubled-i/?source=iedfolrf0000001,The Motley Fool,neutral,0.8219624161720276,0.0430521629750728,0.8219624161720276,0.1349853724241256,-0.09193320944905278,-0.025602837512269612,0.48719858124386517
19,19,10-22-2024,Why Tech Giants Are Betting Big on Nuclear Power,https://www.investing.com/analysis/why-tech-giants-are-betting-big-on-nuclear-power-200653246,Investing.com,neutral,0.9347989559173584,0.0374260544776916,0.9347989559173584,0.0277749821543693,0.009651072323322303,-0.025602837512269612,0.48719858124386517
