,Unnamed: 0,timestamp,title,url,source,sentiment,score,prob_positive,prob_neutral,prob_negative,net_sentiment,average_sentiment,sentiment_score_ranking
0,0,02-20-2025,Why Cameco Stock Jumped Today After Earnings,https://www.fool.com/investing/2025/02/20/why-cameco-stock-jumped-today-after-earnings/?source=iedfolrf0000001,The Motley Fool,neutral,0.8095968961715698,0.1572947353124618,0.8095968961715698,0.0331084206700325,0.1241863146424293,0.12313344930298627,0.5615667246514932
1,1,02-16-2025,"Cameco Corporation: Buy, Sell, or Hold?",https://www.fool.com/investing/2025/02/16/cameco-corporation-buy-sell-or-hold/?source=iedfolrf0000001,The Motley Fool,neutral,0.929775893688202,0.0270349457859992,0.929775893688202,0.043189138174057,-0.0161541923880578,0.12313344930298627,0.5615667246514932
2,2,02-06-2025,1 Thing You Need to Know About Brookfield Renewable Stock Before You Buy,https://www.fool.com/investing/2025/02/06/1-thing-you-need-to-know-about-brookfield-renewabl/?source=iedfolrf0000001,The Motley Fool,neutral,0.9433304071426392,0.037217479199171,0.9433304071426392,0.0194521676748991,0.017765311524271896,0.12313344930298627,0.5615667246514932
3,3,01-26-2025,The Best High-Yield Energy Stock to Invest $200 in Right Now,https://www.fool.com/investing/2025/01/26/the-best-high-yield-energy-stock-to-invest-200-in/?source=iedfolrf0000001,The Motley Fool,neutral,0.8652423024177551,0.1246980726718902,0.8652423024177551,0.0100596537813544,0.1146384188905358,0.12313344930298627,0.5615667246514932
4,4,01-24-2025,Brookfield Renewable Holdings SAS augmente le prix offert pour les OCEANEs 2022 dans le cadre de l'offre publique d'achat simplifiée portant sur les actions et OCEANEs de Neoen,https://www.globenewswire.com/news-release/2025/01/24/3015027/0/fr/Brookfield-Renewable-Holdings-SAS-augmente-le-prix-offert-pour-les-OCEANEs-2022-dans-le-cadre-de-l-offre-publique-d-achat-simplifi%C3%A9e-portant-sur-les-actions-et-OCEANEs-de-Neoen.html,GlobeNewswire Inc.,positive,0.6703959107398987,0.6703959107398987,0.3099961578845978,0.0196079239249229,0.6507879868149757,0.12313344930298627,0.5615667246514932
5,5,01-24-2025,Brookfield Renewable Holdings SAS increases the price offered for the 2022 OCEANEs as part of the simplified tender offer for the Neoen shares and OCEANEs,https://www.globenewswire.com/news-release/2025/01/24/3015027/0/en/Brookfield-Renewable-Holdings-SAS-increases-the-price-offered-for-the-2022-OCEANEs-as-part-of-the-simplified-tender-offer-for-the-Neoen-shares-and-OCEANEs.html,GlobeNewswire Inc.,positive,0.7427114844322205,0.7427114844322205,0.2455253899097442,0.0117631629109382,0.7309483215212823,0.12313344930298627,0.5615667246514932
6,6,01-23-2025,"Got $1,000? This Top-Performing Stock Could Turn It Into Nearly $3,000 by 2029.",https://www.fool.com/investing/2025/01/23/got-1000-this-top-performing-stock-could-turn-it-i/?source=iedfolrf0000001,The Motley Fool,neutral,0.7093784213066101,0.2765425443649292,0.7093784213066101,0.0140790054574608,0.2624635389074684,0.12313344930298627,0.5615667246514932
7,7,01-23-2025,3 Unstoppable Stocks to Buy That Wall Street Thinks Will Soar More Than 35%,https://www.fool.com/investing/2025/01/23/3-unstoppable-stocks-to-buy-that-wall-street-think/?source=iedfolrf0000001,The Motley Fool,positive,0.7262579798698425,0.7262579798698425,0.2527610659599304,0.0209809578955173,0.7052770219743252,0.12313344930298627,0.5615667246514932
8,8,01-14-2025,The Smartest High-Yield Energy Stocks to Buy With $500 Right Now,https://www.fool.com/investing/2025/01/14/smart-high-yield-energy-stocks-buy-enb-tte/?source=iedfolrf0000001,The Motley Fool,neutral,0.87929767370224,0.1053151562809944,0.87929767370224,0.0153871560469269,0.0899280002340675,0.12313344930298627,0.5615667246514932
9,9,01-05-2025,5 Top Stocks to Buy in January,https://www.fool.com/investing/2025/01/05/5-top-stocks-to-buy-in-january/?source=iedfolrf0000001,The Motley Fool,neutral,0.8810800313949585,0.0827759429812431,0.8810800313949585,0.036144059151411,0.046631883829832105,0.12313344930298627,0.5615667246514932
10,10,01-03-2025,Forget 2025 -- Brookfield Renewable Is Already Laying the Groundwork for Growth in 2030,https://www.fool.com/investing/2025/01/03/forget-2025-brookfield-renewable-is-already-laying/?source=iedfolrf0000001,The Motley Fool,neutral,0.5063756704330444,0.4838805198669433,0.5063756704330444,0.0097437892109155,0.4741367306560278,0.12313344930298627,0.5615667246514932
11,11,12-26-2024,Brookfield Renewable: A Millionaire Maker in the Making?,https://www.fool.com/investing/2024/12/26/brookfield-renewable-a-millionaire-maker-in-the-ma/?source=iedfolrf0000001,The Motley Fool,neutral,0.9044349789619446,0.0562640503048896,0.9044349789619446,0.0393009893596172,0.016963060945272404,0.12313344930298627,0.5615667246514932
12,12,12-24-2024,"Down 9%, 11%, and 14% in 1 Month, These 3 Dividend Stocks Are Screaming Buys in December",https://www.fool.com/investing/2024/12/24/down-big-past-month-buy-dividend-stocks-december/?source=iedfolrf0000001,The Motley Fool,negative,0.9561649560928344,0.0069842357188463,0.0368508659303188,0.9561649560928344,-0.949180720373988,0.12313344930298627,0.5615667246514932
13,13,12-22-2024,3 Top High-Yield Stocks to Buy Before 2024 Is Over,https://www.fool.com/investing/2024/12/22/3-top-high-yield-stocks-to-buy-before-2024-is-over/?source=iedfolrf0000001,The Motley Fool,neutral,0.9251022338867188,0.0460233986377716,0.9251022338867188,0.0288743004202842,0.0171490982174874,0.12313344930298627,0.5615667246514932
14,14,12-20-2024,Brookfield Renewable Announces Closing Date of Reorganization,https://www.globenewswire.com/news-release/2024/12/20/3000888/0/en/Brookfield-Renewable-Announces-Closing-Date-of-Reorganization.html,GlobeNewswire Inc.,neutral,0.9051738381385804,0.0193298030644655,0.9051738381385804,0.0754963681101799,-0.056166565045714406,0.12313344930298627,0.5615667246514932
15,15,12-17-2024,Want Decades of Passive Income? 3 High Yield Energy Stocks to Buy Right Now,https://www.fool.com/investing/2024/12/17/want-passive-income-high-yield-energy-stock-buy/?source=iedfolrf0000001,The Motley Fool,neutral,0.9373948574066162,0.0403931960463523,0.9373948574066162,0.0222119614481925,0.018181234598159804,0.12313344930298627,0.5615667246514932
16,16,12-06-2024,Brookfield Renewable to Issue C$200 Million of Green Subordinated Hybrid Notes,https://www.globenewswire.com/news-release/2024/12/06/2992820/0/en/Brookfield-Renewable-to-Issue-C-200-Million-of-Green-Subordinated-Hybrid-Notes.html,GlobeNewswire Inc.,neutral,0.8821941018104553,0.1080130636692047,0.8821941018104553,0.0097928261384367,0.098220237530768,0.12313344930298627,0.5615667246514932
17,17,11-25-2024,Is Cameco Stock a Buy?,https://www.fool.com/investing/2024/11/25/is-cameco-stock-a-buy/?source=iedfolrf0000001,The Motley Fool,neutral,0.9172605276107788,0.0557004511356353,0.9172605276107788,0.0270390138030052,0.0286614373326301,0.12313344930298627,0.5615667246514932
18,18,11-23-2024,1 Ultra-High-Yield Dividend Stock (I Just Bought) That You Can Buy and Hold for a Decade,https://www.fool.com/investing/2024/11/23/ultra-high-yield-dividend-stock-i-just-bought-bep/?source=iedfolrf0000001,The Motley Fool,neutral,0.9028369784355164,0.0865399464964866,0.9028369784355164,0.0106230350211262,0.0759169114753604,0.12313344930298627,0.5615667246514932
19,19,11-15-2024,Here Are My Top 2 Dividend Stocks to Buy Now,https://www.fool.com/investing/2024/11/15/here-are-my-top-2-dividend-stocks-to-buy-now/?source=iedfolrf0000001,The Motley Fool,neutral,0.9403461813926696,0.0359843708574771,0.9403461813926696,0.0236694160848855,0.012314954772591598,0.12313344930298627,0.5615667246514932
