,Unnamed: 0.1,Unnamed: 0,timestamp,title,url,source,sentiment,score,prob_positive,prob_neutral,prob_negative,net_sentiment,average_sentiment,sentiment_score_ranking
0,0,0,01-27-2025,ARRAY Technologies Names Gina Gunning as Chief Legal Officer,https://www.globenewswire.com/news-release/2025/01/27/3015678/0/en/ARRAY-Technologies-Names-Gina-Gunning-as-Chief-Legal-Officer.html,GlobeNewswire Inc.,neutral,0.925468683242798,0.0245745200663805,0.925468683242798,0.0499568656086921,-0.0253823455423116,0.3429887517122552,0.6714943758561276
1,1,1,12-04-2024,ARRAY Technologies and RP Surpass 6GW of Solar Power Deployed,https://www.globenewswire.com/news-release/2024/12/04/2991588/0/en/ARRAY-Technologies-and-RP-Surpass-6GW-of-Solar-Power-Deployed.html,GlobeNewswire Inc.,positive,0.5142629742622375,0.5142629742622375,0.4780469238758087,0.0076901600696146,0.5065728141926229,0.3429887517122552,0.6714943758561276
2,2,2,11-04-2024,Why Solar Energy Stocks Skyrocketed Today,https://www.fool.com/investing/2024/11/04/why-solar-energy-stocks-skyrocketed-today/?source=iedfolrf0000001,The Motley Fool,neutral,0.5478388071060181,0.0754066854715347,0.5478388071060181,0.3767545223236084,-0.30134783685207367,0.3429887517122552,0.6714943758561276
3,3,3,10-28-2024,Array Acquires Payitoff to Strengthen its Intelligent Debt Management Offerings,https://www.benzinga.com/pressreleases/24/10/g41573945/array-acquires-payitoff-to-strengthen-its-intelligent-debt-management-offerings,Benzinga,positive,0.8401197791099548,0.8401197791099548,0.1535039991140365,0.0063761104829609,0.8337436686269939,0.3429887517122552,0.6714943758561276
4,4,4,10-28-2024,Array Acquires Payitoff to Strengthen its Intelligent Debt Management Offerings,https://www.globenewswire.com/news-release/2024/10/28/2970087/0/en/Array-Acquires-Payitoff-to-Strengthen-its-Intelligent-Debt-Management-Offerings.html,GlobeNewswire Inc.,positive,0.8401197791099548,0.8401197791099548,0.1535039991140365,0.0063761104829609,0.8337436686269939,0.3429887517122552,0.6714943758561276
5,5,5,09-11-2024,Solar Shares Climb As Harris Gains Momentum Post-Debate Against Trump: 7 Top Gainers In Clean Energy,https://www.benzinga.com/markets/equities/24/09/40817317/solar-shares-climb-as-harris-gains-momentum-post-debate-against-trump-7-top-gainers-in-clean-ene,Benzinga,positive,0.7882723808288574,0.7882723808288574,0.1338694840669632,0.0778581425547599,0.7104142382740976,0.3429887517122552,0.6714943758561276
6,6,6,06-28-2024,Analyst Scoreboard: 11 Ratings For Array Technologies,https://www.benzinga.com/insights/analyst-ratings/24/06/39551330/analyst-scoreboard-11-ratings-for-array-technologies,Benzinga,neutral,0.8786086440086365,0.1040073707699775,0.8786086440086365,0.0173839777708053,0.0866233929991722,0.3429887517122552,0.6714943758561276
7,7,7,06-12-2024,Array CEO Kevin Hostetler Testifies Before Congress on the Solar Manufacturing Boom from the Inflation Reduction Act,https://www.globenewswire.com/news-release/2024/06/12/2897871/0/en/Array-CEO-Kevin-Hostetler-Testifies-Before-Congress-on-the-Solar-Manufacturing-Boom-from-the-Inflation-Reduction-Act.html,GlobeNewswire Inc.,neutral,0.5160694718360901,0.4679554402828216,0.5160694718360901,0.0159751065075397,0.4519803337752819,0.3429887517122552,0.6714943758561276
8,8,8,06-12-2024,"Soft Inflation Data Boosts Small Caps, Real Estate, Regional Banks; Traders Anticipate Fed Rate Cuts As Stocks React",https://www.benzinga.com/markets/equities/24/06/39292698/soft-inflation-data-boosts-small-caps-real-estate-regional-banks-traders-anticipate-fed-rate-cut,Benzinga,positive,0.8270376324653625,0.8270376324653625,0.0674170106649398,0.1055453345179557,0.7214922979474069,0.3429887517122552,0.6714943758561276
9,9,9,06-10-2024,Array Technologies Announces Departure of Chief Financial Officer,https://www.globenewswire.com/news-release/2024/06/10/2896377/0/en/Array-Technologies-Announces-Departure-of-Chief-Financial-Officer.html,GlobeNewswire Inc.,negative,0.806747317314148,0.0140380496159195,0.1792147010564804,0.806747317314148,-0.7927092676982285,0.3429887517122552,0.6714943758561276
