,Unnamed: 0.1,Unnamed: 0,timestamp,title,url,source,sentiment,score,prob_positive,prob_neutral,prob_negative,net_sentiment,average_sentiment,sentiment_score_ranking
0,0,0,02-13-2025,"JKS Investors Have Opportunity to Join JinkoSolar Holding Co., Ltd. Fraud Investigation with the Schall Law Firm",https://www.benzinga.com/pressreleases/25/02/b43680132/jks-investors-have-opportunity-to-join-jinkosolar-holding-co-ltd-fraud-investigation-with-the-scha,Benzinga,neutral,0.8550853729248047,0.1326846033334732,0.8550853729248047,0.0122300079092383,0.12045459542423491,0.23885788489133125,0.6194289424456656
1,1,1,10-22-2024,Jinko Sees Sunnier Skies In Germany With New Fundraising Plan,https://www.benzinga.com/news/small-cap/24/10/41453909/jinko-sees-sunnier-skies-in-germany-with-new-fundraising-plan,Benzinga,positive,0.7048935890197754,0.7048935890197754,0.2827467024326324,0.0123596927151083,0.6925338963046671,0.23885788489133125,0.6194289424456656
2,2,2,09-20-2024,"Saudi Arabia PV Cells Industry Research 2024: Market Trends, Competition, Forecast and Opportunities, 2019-2029",https://www.globenewswire.com/news-release/2024/09/20/2949583/28124/en/Saudi-Arabia-PV-Cells-Industry-Research-2024-Market-Trends-Competition-Forecast-and-Opportunities-2019-2029.html,GlobeNewswire Inc.,neutral,0.911340832710266,0.0744885876774787,0.911340832710266,0.0141705628484487,0.060318024829029995,0.23885788489133125,0.6194289424456656
3,3,3,07-24-2024,Should You Buy First Solar (FSLR) Ahead of Q2 Earnings? - Zacks Investment Research,https://www.zacks.com/stock/news/2307743/should-you-buy-first-solar-fslr-ahead-of-q2-earnings,Zacks Investment Research,neutral,0.9265868067741394,0.0599931664764881,0.9265868067741394,0.0134200435131788,0.0465731229633093,0.23885788489133125,0.6194289424456656
4,4,4,07-11-2024,First Solar (FSLR) Rises 33% Year to Date: Should You Buy Now? - Zacks Investment Research,https://www.zacks.com/stock/news/2300069/first-solar-fslr-rises-33-year-to-date-should-you-buy-now,Zacks Investment Research,positive,0.8923277258872986,0.8923277258872986,0.0956590250134468,0.0120132453739643,0.8803144805133343,0.23885788489133125,0.6194289424456656
5,5,5,06-25-2024,Why JinkoSolar Stock Just Dropped 5%,https://www.fool.com/investing/2024/06/25/why-jinkosolar-stock-just-dropped-5/,The Motley Fool,negative,0.9285017848014832,0.0119349677115678,0.0595632158219814,0.9285017848014832,-0.9165668170899154,0.23885788489133125,0.6194289424456656
6,6,6,05-27-2024,"Emeren Group (SOL) Reports Q1 Loss, Revenues Rise 15% Y/Y",https://www.zacks.com/stock/news/2279303/emeren-group-sol-reports-q1-loss-revenues-rise-15-yy,Zacks Investment Research,positive,0.9409824013710022,0.9409824013710022,0.0225666388869285,0.0364508405327796,0.9045315608382226,0.23885788489133125,0.6194289424456656
7,7,7,05-09-2024,"SolarEdge Technologies (SEDG) Q1 Loss Widens, Revenues Fall Y/Y",https://www.zacks.com/stock/news/2271253/solaredge-technologies-sedg-q1-loss-widens-revenues-fall-yy,Zacks Investment Research,negative,0.9750205874443054,0.0098359454423189,0.015143453143537,0.9750205874443054,-0.9651846420019865,0.23885788489133125,0.6194289424456656
8,8,8,05-02-2024,"First Solar (FSLR) Q1 Earnings Beat Estimates, Sales Rise Y/Y",https://www.zacks.com/stock/news/2267045/first-solar-fslr-q1-earnings-beat-estimates-sales-rise-yy,Zacks Investment Research,positive,0.9458146691322328,0.9458146691322328,0.0260672271251678,0.0281180813908576,0.9176965877413752,0.23885788489133125,0.6194289424456656
9,9,9,05-01-2024,1 Huge Reason Solar Stocks Are Poised for a Comeback,https://www.fool.com/investing/2024/05/01/1-huge-reason-solar-stocks-are-poised-for-a-comeba/,The Motley Fool,neutral,0.6608557105064392,0.3049103319644928,0.6608557105064392,0.0342339687049388,0.270676363259554,0.23885788489133125,0.6194289424456656
10,10,10,04-30-2024,Analyst Ratings For JinkoSolar Holding Co,https://www.benzinga.com/insights/analyst-ratings/24/04/38523788/analyst-ratings-for-jinkosolar-holding-co,Benzinga,neutral,0.9349504113197328,0.0389813035726547,0.9349504113197328,0.026068290695548,0.012913012877106705,0.23885788489133125,0.6194289424456656
11,11,11,04-29-2024,Wall Street to Start a Very Crucial Week,https://www.zacks.com/stock/news/2264246/wall-street-to-start-a-very-crucial-week,Zacks Investment Research,neutral,0.7701430320739746,0.2092772126197815,0.7701430320739746,0.0205797459930181,0.1886974666267634,0.23885788489133125,0.6194289424456656
12,12,12,04-29-2024,Pre-Market Futures Up Ahead of a Busy Week,https://www.zacks.com/stock/news/2264232/pre-market-futures-up-ahead-of-a-busy-week,Zacks Investment Research,positive,0.6897117495536804,0.6897117495536804,0.1722687035799026,0.1380195617675781,0.5516921877861023,0.23885788489133125,0.6194289424456656
13,13,13,04-29-2024,"US Stocks Set To Approach New Week With Caution Ahead Of Fed Meeting, Tech Earnings: Analyst Says 'Buy The Dip' Contingent On This Condition",https://www.benzinga.com/news/earnings/24/04/38484884/us-stocks-set-to-approach-new-week-with-caution-ahead-of-fed-meeting-tech-earnings-analyst-says-buy,Benzinga,neutral,0.5115771889686584,0.3955719172954559,0.5115771889686584,0.0928508937358856,0.30272102355957026,0.23885788489133125,0.6194289424456656
14,14,14,04-24-2024,JinkoSolar (JKS) to Report Q1 Earnings: What's in the Cards?,https://www.zacks.com/stock/news/2261374/jinkosolar-jks-to-report-q1-earnings-whats-in-the-cards,Zacks Investment Research,neutral,0.9307642579078674,0.0379580520093441,0.9307642579078674,0.0312776826322078,0.0066803693771363,0.23885788489133125,0.6194289424456656
15,15,15,04-17-2024,Canadian Solar (CSIQ) Arm Bags $70M for 152MW Solar Firm,https://www.zacks.com/stock/news/2256725/canadian-solar-csiq-arm-bags-70m-for-152mw-solar-firm,Zacks Investment Research,positive,0.6909012794494629,0.6909012794494629,0.3003905117511749,0.0087082935497164,0.6821929858997465,0.23885788489133125,0.6194289424456656
16,16,16,04-11-2024,Evaluating JinkoSolar Holding Co: Insights From 6 Financial Analysts,https://www.benzinga.com/insights/analyst-ratings/24/04/38207545/evaluating-jinkosolar-holding-co-insights-from-6-financial-analysts,Benzinga,neutral,0.8237246870994568,0.1656136810779571,0.8237246870994568,0.010661669075489,0.1549520120024681,0.23885788489133125,0.6194289424456656
17,17,17,04-04-2024,How First Solar Crushed Its Solar Energy Rivals,https://www.fool.com/investing/2024/04/04/how-first-solar-wins/,The Motley Fool,neutral,0.8283116817474365,0.0483611337840557,0.8283116817474365,0.1233272030949592,-0.0749660693109035,0.23885788489133125,0.6194289424456656
