,Unnamed: 0.1,Unnamed: 0,timestamp,title,url,source,sentiment,score,prob_positive,prob_neutral,prob_negative,net_sentiment,average_sentiment,sentiment_score_ranking
0,0,0,01-24-2025,NextEra Energy: Revenue Falls Short 29%,https://www.fool.com/data-news/2025/01/24/nextera-energy-revenue-falls-short-29/?source=iedfolrf0000001,The Motley Fool,negative,0.972746193408966,0.0091859512031078,0.0180679578334093,0.972746193408966,-0.9635602422058581,-0.0012343549169599823,0.49938282254152
1,1,1,12-06-2024,Energy Storage System Market Report 2024 -  Thermal Energy Storage Systems are Critical in the Integration of Renewable Energy Sources into the Grid - Forecasts to 2029,https://www.globenewswire.com/news-release/2024/12/06/2993225/28124/en/Energy-Storage-System-Market-Report-2024-Thermal-Energy-Storage-Systems-are-Critical-in-the-Integration-of-Renewable-Energy-Sources-into-the-Grid-Forecasts-to-2029.html,GlobeNewswire Inc.,neutral,0.8829388618469238,0.1073517873883247,0.8829388618469238,0.0097093544900417,0.09764243289828299,-0.0012343549169599823,0.49938282254152
2,2,2,07-02-2024,5 Top Stocks to Buy in July,https://www.fool.com/investing/2024/07/02/5-top-stocks-to-buy-in-july/,The Motley Fool,neutral,0.8847420811653137,0.0812987685203552,0.8847420811653137,0.0339590795338153,0.047339688986539896,-0.0012343549169599823,0.49938282254152
3,3,3,07-01-2024,Why NextEra Energy Partners Plunged Today,https://www.fool.com/investing/2024/07/01/why-nextera-energy-partners-plunged-today/,The Motley Fool,negative,0.6379047632217407,0.0463740266859531,0.3157212734222412,0.6379047632217407,-0.5915307365357876,-0.0012343549169599823,0.49938282254152
4,4,4,07-01-2024,Vistra and MasterCraft Boat have been highlighted as Zacks Bull and Bear of the Day,https://www.zacks.com/stock/news/2295507/vistra-and-mastercraft-boat-have-been-highlighted-as-zacks-bull-and-bear-of-the-day,Zacks Investment Research,neutral,0.7187570929527283,0.2661077678203583,0.7187570929527283,0.0151351559907197,0.2509726118296386,-0.0012343549169599823,0.49938282254152
5,5,5,06-30-2024,"If I Had To Retire With 10 Dividend Aristocrats, It Would Be These",https://seekingalpha.com/article/4701712-if-i-had-to-retire-with-10-dividend-aristocrats-it-would-be-these,Seeking Alpha,neutral,0.9304025769233704,0.0232254341244697,0.9304025769233704,0.0463719628751277,-0.023146528750658,-0.0012343549169599823,0.49938282254152
6,6,6,06-30-2024,Sizzling Summer: 3 Top Dividend Stocks to Buy to Cash in on Red-Hot Power Demand,https://www.fool.com/investing/2024/06/30/sizzling-summer-3-top-dividend-stocks-to-buy-to/,The Motley Fool,neutral,0.5069371461868286,0.4701943397521972,0.5069371461868286,0.0228685438632965,0.4473257958889007,-0.0012343549169599823,0.49938282254152
7,7,7,06-28-2024,"CMS Energy (CMS), Jupiter Ink Deal for 100MW Battery Storage",https://www.zacks.com/stock/news/2295182/cms-energy-cms-jupiter-ink-deal-for-100mw-battery-storage,Zacks Investment Research,positive,0.5677019953727722,0.5677019953727722,0.4185830652713775,0.0137149104848504,0.5539870848879218,-0.0012343549169599823,0.49938282254152
8,8,8,06-28-2024,US Fears Above-Average Hurricane Season: Are Utilities Prepared?,https://www.zacks.com/stock/news/2294897/us-fears-above-average-hurricane-season-are-utilities-prepared,Zacks Investment Research,neutral,0.8025661706924438,0.0858465954661369,0.8025661706924438,0.1115871965885162,-0.02574060112237929,-0.0012343549169599823,0.49938282254152
9,9,9,06-27-2024,NextEra Energy (NEE) Surpasses Market Returns: Some Facts Worth Knowing,https://www.zacks.com/stock/news/2294600/nextera-energy-nee-surpasses-market-returns-some-facts-worth-knowing,Zacks Investment Research,neutral,0.8751862049102783,0.1073819398880004,0.8751862049102783,0.017431866377592,0.0899500735104084,-0.0012343549169599823,0.49938282254152
