,Unnamed: 0,timestamp,title,url,source,sentiment,score,prob_positive,prob_neutral,prob_negative,net_sentiment,average_sentiment,sentiment_score_ranking
0,0,01-29-2025,"Are These Renewable Energy Stocks in Trouble, or Are They Ultra-Cheap Buys?",https://www.fool.com/investing/2025/01/29/are-these-renewable-energy-stocks-in-trouble-or-ar/?source=iedfolrf0000001,The Motley Fool,neutral,0.4768116176128387,0.0467311516404151,0.4768116176128387,0.4764572083950043,-0.4297260567545892,-0.06666763701165716,0.46666618149417144
1,1,11-20-2024,Gulf Coast Hydrogen Hub Officially Launches,https://www.globenewswire.com/news-release/2024/11/20/2984724/0/en/Gulf-Coast-Hydrogen-Hub-Officially-Launches.html,GlobeNewswire Inc.,neutral,0.7928481698036194,0.1937397867441177,0.7928481698036194,0.0134119782596826,0.1803278084844351,-0.06666763701165716,0.46666618149417144
2,2,11-01-2024,Meet the Ultra-High-Yield Value Stock That's Going to End Up Returning $14 Billion to Shareholders in 2024,https://www.fool.com/investing/2024/11/01/ultra-high-yield-value-stock-equinor-buy-now/?source=iedfolrf0000001,The Motley Fool,positive,0.531716525554657,0.531716525554657,0.4574651718139648,0.0108182961121201,0.5208982294425368,-0.06666763701165716,0.46666618149417144
3,3,10-30-2024,Brookfield Acquires Share of Four UK Offshore Wind Farms from Ørsted,https://www.globenewswire.com/news-release/2024/10/30/2971539/0/en/Brookfield-Acquires-Share-of-Four-UK-Offshore-Wind-Farms-from-%C3%98rsted.html,GlobeNewswire Inc.,neutral,0.9016721844673156,0.0881767645478248,0.9016721844673156,0.0101511077955365,0.0780256567522883,-0.06666763701165716,0.46666618149417144
4,4,10-07-2024,Why Equinor Stock Slumped on Monday,https://www.fool.com/investing/2024/10/07/why-equinor-stock-slumped-on-monday/?source=iedfolrf0000001,The Motley Fool,negative,0.9641296863555908,0.0089337434619665,0.0269365329295396,0.9641296863555908,-0.9551959428936243,-0.06666763701165716,0.46666618149417144
5,5,10-07-2024,"Equinor Goes Wind Shopping, Bags Hefty 9.8% Stake In Ørsted For $2.5B",https://www.benzinga.com/markets/equities/24/10/41208676/equinor-goes-wind-shopping-bags-hefty-9-8-stake-in-rsted-for-2-5b,Benzinga,neutral,0.9292770624160768,0.0586045160889625,0.9292770624160768,0.0121184326708316,0.0464860834181309,-0.06666763701165716,0.46666618149417144
6,6,07-15-2024,Texas governor demands action from CenterPoint over power failures By Reuters - Investing.com,https://www.investing.com/news/stock-market-news/denmark-stocks-lower-at-close-of-trade-omx-copenhagen-20-down-110-3519434,Investing.com,neutral,0.6648051142692566,0.0471298471093177,0.6648051142692566,0.2880649864673614,-0.2409351393580437,-0.06666763701165716,0.46666618149417144
7,7,07-11-2024,Denmark stocks lower at close of trade; OMX Copenhagen 20 down 0.40% - Investing.com,https://www.investing.com/news/stock-market-news/denmark-stocks-lower-at-close-of-trade-omx-copenhagen-20-down-040-3515929,Investing.com,negative,0.9560864567756652,0.0088631901890039,0.0350502766668796,0.9560864567756652,-0.9472232665866612,-0.06666763701165716,0.46666618149417144
8,8,07-08-2024,Denmark stocks higher at close of trade; OMX Copenhagen 20 up 0.63% By Investing.com - Investing.com,https://www.investing.com/news/stock-market-news/denmark-stocks-higher-at-close-of-trade-omx-copenhagen-20-up-063-3510360,Investing.com,positive,0.9283416271209716,0.9283416271209716,0.0469991192221641,0.0246592499315738,0.9036823771893978,-0.06666763701165716,0.46666618149417144
9,9,07-05-2024,Denmark stocks higher at close of trade; OMX Copenhagen 20 up 0.24% By Investing.com - Investing.com,https://www.investing.com/news/stock-market-news/denmark-stocks-higher-at-close-of-trade-omx-copenhagen-20-up-024-3509167,Investing.com,positive,0.9276796579360962,0.9276796579360962,0.0470430813729763,0.0252773612737655,0.9024022966623307,-0.06666763701165716,0.46666618149417144
10,10,07-03-2024,Denmark stocks lower at close of trade; OMX Copenhagen 20 down 1.46% By Investing.com - Investing.com,https://www.investing.com/news/stock-market-news/denmark-stocks-lower-at-close-of-trade-omx-copenhagen-20-down-146-3507460,Investing.com,negative,0.958369255065918,0.0080297775566577,0.0336009860038757,0.958369255065918,-0.9503394775092603,-0.06666763701165716,0.46666618149417144
11,11,07-02-2024,[Latest] Global Wind Turbine Operations and Maintenance Market Size/Share Worth USD 84.41 Billion by 2033 at a ... - GlobeNewswire,https://www.globenewswire.com/news-release/2024/07/02/2907761/0/en/Latest-Global-Wind-Turbine-Operations-and-Maintenance-Market-Size-Share-Worth-USD-84-41-Billion-by-2033-at-a-12-04-CAGR-Custom-Market-Insights-Analysis-Outlook-Leaders-Report-Trend.html,GlobeNewswire Inc.,neutral,0.8913819193840027,0.1001019552350044,0.8913819193840027,0.0085161682218313,0.0915857870131731,-0.06666763701165716,0.46666618149417144
