,Unnamed: 0.1,Unnamed: 0,timestamp,title,url,source,sentiment,score,prob_positive,prob_neutral,prob_negative,net_sentiment,average_sentiment,sentiment_score_ranking
0,0,0,01-28-2025,"Trump's Federal Spending Freeze Puts $3 Trillion In Limbo, Threatens Industries Like Clean Energy, Defense, Health Care",https://www.benzinga.com/25/01/43290381/trumps-federal-spending-freeze-puts-3-trillion-in-limbo-threatens-industries-like-clean-energy-defense-healthcare,Benzinga,negative,0.932904064655304,0.0093801543116569,0.0577157065272331,0.932904064655304,-0.923523910343647,-0.013642272143624715,0.49317886392818766
1,1,1,11-04-2024,Why Solar Energy Stocks Skyrocketed Today,https://www.fool.com/investing/2024/11/04/why-solar-energy-stocks-skyrocketed-today/?source=iedfolrf0000001,The Motley Fool,neutral,0.5478388071060181,0.0754066854715347,0.5478388071060181,0.3767545223236084,-0.30134783685207367,-0.013642272143624715,0.49317886392818766
2,2,2,10-29-2024,Sunrun Announces Appointment of John Trinta to its Board of Directors,https://www.globenewswire.com/news-release/2024/10/29/2971316/0/en/Sunrun-Announces-Appointment-of-John-Trinta-to-its-Board-of-Directors.html,GlobeNewswire Inc.,neutral,0.9346158504486084,0.0446097180247306,0.9346158504486084,0.0207744594663381,0.0238352585583925,-0.013642272143624715,0.49317886392818766
3,3,3,09-23-2024,Toll Brothers Announces National Partnership with Sunrun to Provide Solar Power and Storage to Toll Brothers Homes,https://www.globenewswire.com/news-release/2024/09/23/2951788/1924/en/Toll-Brothers-Announces-National-Partnership-with-Sunrun-to-Provide-Solar-Power-and-Storage-to-Toll-Brothers-Homes.html,GlobeNewswire Inc.,positive,0.9100430011749268,0.9100430011749268,0.0797028765082359,0.0102542089298367,0.89978879224509,-0.013642272143624715,0.49317886392818766
4,4,4,09-11-2024,Why Alternative Energy Stocks Like First Solar and Uranium Energy Jumped on Wednesday,https://www.fool.com/investing/2024/09/11/why-alternative-energy-stocks-like-first-solar-and/?source=iedfolrf0000001,The Motley Fool,neutral,0.8114950060844421,0.1609060615301132,0.8114950060844421,0.0275989733636379,0.1333070881664753,-0.013642272143624715,0.49317886392818766
5,5,5,09-11-2024,Solar Shares Climb As Harris Gains Momentum Post-Debate Against Trump: 7 Top Gainers In Clean Energy,https://www.benzinga.com/markets/equities/24/09/40817317/solar-shares-climb-as-harris-gains-momentum-post-debate-against-trump-7-top-gainers-in-clean-ene,Benzinga,positive,0.7882723808288574,0.7882723808288574,0.1338694840669632,0.0778581425547599,0.7104142382740976,-0.013642272143624715,0.49317886392818766
6,6,6,08-19-2024,29/2024・ Trifork Group revises full-year guidance for 2024,https://www.globenewswire.com/news-release/2024/08/19/2931894/0/en/29-2024-Trifork-Group-revises-full-year-guidance-for-2024.html,GlobeNewswire Inc.,neutral,0.8910639882087708,0.080962173640728,0.8910639882087708,0.0279738139361143,0.0529883597046137,-0.013642272143624715,0.49317886392818766
7,7,7,07-24-2024,Sunrun Launches Nation’s First Vehicle-To-Home Grid Support In Maryland Using Ford F-150 Lightning Trucks - GlobeNewswire,https://www.globenewswire.com/news-release/2024/07/24/2917968/0/en/Sunrun-Launches-Nation-s-First-Vehicle-To-Home-Grid-Support-In-Maryland-Using-Ford-F-150-Lightning-Trucks.html,GlobeNewswire Inc.,neutral,0.7039795517921448,0.2883709073066711,0.7039795517921448,0.0076494743116199,0.2807214329950512,-0.013642272143624715,0.49317886392818766
8,8,8,07-23-2024,Sunrun director Lynn Jurich sells over $840k in company stock - Investing.com Australia,https://au.investing.com/news/company-news/sunrun-director-lynn-jurich-sells-over-840k-in-company-stock-93CH-3352434,Investing.com,neutral,0.936958372592926,0.0493402741849422,0.936958372592926,0.0137013252824544,0.035638948902487796,-0.013642272143624715,0.49317886392818766
9,9,9,07-22-2024,What Analysts Are Saying About Sunrun Stock - Benzinga,https://www.benzinga.com/insights/analyst-ratings/24/07/39883425/what-analysts-are-saying-about-sunrun-stock,Benzinga,neutral,0.9336820840835572,0.0394491776823997,0.9336820840835572,0.0268687531352043,0.0125804245471954,-0.013642272143624715,0.49317886392818766
10,10,10,07-19-2024,SunPower continues freefall after dealer letter By Investing.com - Investing.com Canada,https://ca.investing.com/news/stock-market-news/sunpower-continues-freefall-after-dealer-letter-432SI-3506125,Investing.com,neutral,0.8979525566101074,0.0821146816015243,0.8979525566101074,0.0199327804148197,0.062181901186704594,-0.013642272143624715,0.49317886392818766
