timestamp,title,url,source,sentiment,score,prob_positive,prob_neutral,prob_negative,net_sentiment,average_sentiment,sentiment_score_ranking
02-20-2025,Combined Notice of Filings #1,https://www.federalregister.gov/documents/2025/02/20/2025-02846/combined-notice-of-filings-1,Energy Department; Federal Energy Regulatory Commission,neutral,0.9035153388977051,0.018617969006299973,0.9035153388977051,0.07786670327186584,-0.05924873426556587,-0.05029731293519338,0.4748513435324033
02-19-2025,Sunshine Act Meetings,https://www.federalregister.gov/documents/2025/02/19/2025-02839/sunshine-act-meetings,Energy Department; Federal Energy Regulatory Commission,neutral,0.9349282383918762,0.0268865954130888,0.9349282383918762,0.03818516805768013,-0.011298572644591331,-0.05029731293519338,0.4748513435324033
02-19-2025,Combined Notice of Filings #1,https://www.federalregister.gov/documents/2025/02/19/2025-02776/combined-notice-of-filings-1,Energy Department; Federal Energy Regulatory Commission,neutral,0.9035153388977051,0.018617969006299973,0.9035153388977051,0.07786670327186584,-0.05924873426556587,-0.05029731293519338,0.4748513435324033
02-18-2025,Combined Notice of Filings #1,https://www.federalregister.gov/documents/2025/02/18/2025-02716/combined-notice-of-filings-1,Energy Department; Federal Energy Regulatory Commission,neutral,0.9035153388977051,0.018617969006299973,0.9035153388977051,0.07786670327186584,-0.05924873426556587,-0.05029731293519338,0.4748513435324033
02-14-2025,Combined Notice of Filings #1,https://www.federalregister.gov/documents/2025/02/14/2025-02654/combined-notice-of-filings-1,Energy Department; Federal Energy Regulatory Commission,neutral,0.9035153388977051,0.018617969006299973,0.9035153388977051,0.07786670327186584,-0.05924873426556587,-0.05029731293519338,0.4748513435324033
02-13-2025,Combined Notice of Filings #1,https://www.federalregister.gov/documents/2025/02/13/2025-02579/combined-notice-of-filings-1,Energy Department; Federal Energy Regulatory Commission,neutral,0.9035153388977051,0.018617969006299973,0.9035153388977051,0.07786670327186584,-0.05924873426556587,-0.05029731293519338,0.4748513435324033
02-12-2025,Combined Notice of Filings #1,https://www.federalregister.gov/documents/2025/02/12/2025-02531/combined-notice-of-filings-1,Energy Department; Federal Energy Regulatory Commission,neutral,0.9035153388977051,0.018617969006299973,0.9035153388977051,0.07786670327186584,-0.05924873426556587,-0.05029731293519338,0.4748513435324033
02-12-2025,Combined Notice of Filings #3,https://www.federalregister.gov/documents/2025/02/12/2025-02530/combined-notice-of-filings-3,Energy Department; Federal Energy Regulatory Commission,neutral,0.9149771332740784,0.016232358291745186,0.9149771332740784,0.06879051774740219,-0.052558159455657005,-0.05029731293519338,0.4748513435324033
02-12-2025,Combined Notice of Filings #2,https://www.federalregister.gov/documents/2025/02/12/2025-02529/combined-notice-of-filings-2,Energy Department; Federal Energy Regulatory Commission,neutral,0.9062578082084656,0.016636528074741364,0.9062578082084656,0.07710562646389008,-0.06046909838914871,-0.05029731293519338,0.4748513435324033
02-11-2025,Notice of Effectiveness of Exempt Wholesale Generator and Foreign Utility Company Status,https://www.federalregister.gov/documents/2025/02/11/2025-02474/notice-of-effectiveness-of-exempt-wholesale-generator-and-foreign-utility-company-status,Energy Department; Federal Energy Regulatory Commission,neutral,0.9477344751358032,0.03202550485730171,0.9477344751358032,0.0202400553971529,0.011785449460148811,-0.05029731293519338,0.4748513435324033
02-11-2025,Combined Notice of Filings #1,https://www.federalregister.gov/documents/2025/02/11/2025-02451/combined-notice-of-filings-1,Energy Department; Federal Energy Regulatory Commission,neutral,0.9035153388977051,0.018617969006299973,0.9035153388977051,0.07786670327186584,-0.05924873426556587,-0.05029731293519338,0.4748513435324033
02-11-2025,Combined Notice of Filings #2,https://www.federalregister.gov/documents/2025/02/11/2025-02450/combined-notice-of-filings-2,Energy Department; Federal Energy Regulatory Commission,neutral,0.9062578082084656,0.016636528074741364,0.9062578082084656,0.07710562646389008,-0.06046909838914871,-0.05029731293519338,0.4748513435324033
02-11-2025,Combined Notice of Filings #3,https://www.federalregister.gov/documents/2025/02/11/2025-02440/combined-notice-of-filings-3,Energy Department; Federal Energy Regulatory Commission,neutral,0.9149771332740784,0.016232358291745186,0.9149771332740784,0.06879051774740219,-0.052558159455657005,-0.05029731293519338,0.4748513435324033
02-11-2025,Combined Notice of Filings #2,https://www.federalregister.gov/documents/2025/02/11/2025-02439/combined-notice-of-filings-2,Energy Department; Federal Energy Regulatory Commission,neutral,0.9062578082084656,0.016636528074741364,0.9062578082084656,0.07710562646389008,-0.06046909838914871,-0.05029731293519338,0.4748513435324033
02-11-2025,Combined Notice of Filings #1,https://www.federalregister.gov/documents/2025/02/11/2025-02437/combined-notice-of-filings-1,Energy Department; Federal Energy Regulatory Commission,neutral,0.9035153388977051,0.018617969006299973,0.9035153388977051,0.07786670327186584,-0.05924873426556587,-0.05029731293519338,0.4748513435324033
02-07-2025,Combined Notice of Filings #1,https://www.federalregister.gov/documents/2025/02/07/2025-02371/combined-notice-of-filings-1,Energy Department; Federal Energy Regulatory Commission,neutral,0.9035153388977051,0.018617969006299973,0.9035153388977051,0.07786670327186584,-0.05924873426556587,-0.05029731293519338,0.4748513435324033
02-07-2025,Combined Notice of Filings #2,https://www.federalregister.gov/documents/2025/02/07/2025-02366/combined-notice-of-filings-2,Energy Department; Federal Energy Regulatory Commission,neutral,0.9062578082084656,0.016636528074741364,0.9062578082084656,0.07710562646389008,-0.06046909838914871,-0.05029731293519338,0.4748513435324033
02-07-2025,"Transwestern Pipeline Company, LLC; Notice of Scoping Period Requesting Comments on Environmental Issues for the Proposed WT-0 Compressor Station Project",https://www.federalregister.gov/documents/2025/02/07/2025-02355/transwestern-pipeline-company-llc-notice-of-scoping-period-requesting-comments-on-environmental,Energy Department; Federal Energy Regulatory Commission,neutral,0.9294509291648865,0.04875216260552406,0.9294509291648865,0.021796859800815582,0.02695530280470848,-0.05029731293519338,0.4748513435324033
02-07-2025,Combined Notice of Filings #1,https://www.federalregister.gov/documents/2025/02/07/2025-02322/combined-notice-of-filings-1,Energy Department; Federal Energy Regulatory Commission,neutral,0.9035153388977051,0.018617969006299973,0.9035153388977051,0.07786670327186584,-0.05924873426556587,-0.05029731293519338,0.4748513435324033
02-07-2025,Combined Notice of Filings #2,https://www.federalregister.gov/documents/2025/02/07/2025-02321/combined-notice-of-filings-2,Energy Department; Federal Energy Regulatory Commission,neutral,0.9062578082084656,0.016636528074741364,0.9062578082084656,0.07710562646389008,-0.06046909838914871,-0.05029731293519338,0.4748513435324033
02-05-2025,Combined Notice of Filings #1,https://www.federalregister.gov/documents/2025/02/05/2025-02241/combined-notice-of-filings-1,Energy Department; Federal Energy Regulatory Commission,neutral,0.9035153388977051,0.018617969006299973,0.9035153388977051,0.07786670327186584,-0.05924873426556587,-0.05029731293519338,0.4748513435324033
