timestamp,title,url,source,sentiment,score,prob_positive,prob_neutral,prob_negative,net_sentiment,average_sentiment,sentiment_score_ranking
02-24-2025,"Northwest Ohio Wind, LLC; Notice of Institution of Section 206 Proceeding and Refund Effective Date",https://www.federalregister.gov/documents/2025/02/24/2025-02965/northwest-ohio-wind-llc-notice-of-institution-of-section-206-proceeding-and-refund-effective-date,Energy Department; Federal Energy Regulatory Commission,neutral,0.9404237270355225,0.029520345851778984,0.9404237270355225,0.030055934563279152,-0.0005355887115001678,-0.04755978610504557,0.47622010694747724
02-21-2025,Combined Notice of Filings #1,https://www.federalregister.gov/documents/2025/02/21/2025-02933/combined-notice-of-filings-1,Energy Department; Federal Energy Regulatory Commission,neutral,0.9035153388977051,0.018617969006299973,0.9035153388977051,0.07786670327186584,-0.05924873426556587,-0.04755978610504557,0.47622010694747724
02-21-2025,Initiation of Antidumping and Countervailing Duty Administrative Reviews,https://www.federalregister.gov/documents/2025/02/21/2025-02891/initiation-of-antidumping-and-countervailing-duty-administrative-reviews,Commerce Department; International Trade Administration,neutral,0.9411410689353943,0.027842558920383453,0.9411410689353943,0.031016364693641663,-0.0031738057732582092,-0.04755978610504557,0.47622010694747724
02-19-2025,Sunshine Act Meetings,https://www.federalregister.gov/documents/2025/02/19/2025-02839/sunshine-act-meetings,Energy Department; Federal Energy Regulatory Commission,neutral,0.9349282383918762,0.0268865954130888,0.9349282383918762,0.03818516805768013,-0.011298572644591331,-0.04755978610504557,0.47622010694747724
02-19-2025,Combined Notice of Filings #1,https://www.federalregister.gov/documents/2025/02/19/2025-02776/combined-notice-of-filings-1,Energy Department; Federal Energy Regulatory Commission,neutral,0.9035153388977051,0.018617969006299973,0.9035153388977051,0.07786670327186584,-0.05924873426556587,-0.04755978610504557,0.47622010694747724
02-18-2025,Combined Notice of Filings #1,https://www.federalregister.gov/documents/2025/02/18/2025-02716/combined-notice-of-filings-1,Energy Department; Federal Energy Regulatory Commission,neutral,0.9035153388977051,0.018617969006299973,0.9035153388977051,0.07786670327186584,-0.05924873426556587,-0.04755978610504557,0.47622010694747724
02-13-2025,Combined Notice of Filings #1,https://www.federalregister.gov/documents/2025/02/13/2025-02579/combined-notice-of-filings-1,Energy Department; Federal Energy Regulatory Commission,neutral,0.9035153388977051,0.018617969006299973,0.9035153388977051,0.07786670327186584,-0.05924873426556587,-0.04755978610504557,0.47622010694747724
02-12-2025,Combined Notice of Filings #1,https://www.federalregister.gov/documents/2025/02/12/2025-02531/combined-notice-of-filings-1,Energy Department; Federal Energy Regulatory Commission,neutral,0.9035153388977051,0.018617969006299973,0.9035153388977051,0.07786670327186584,-0.05924873426556587,-0.04755978610504557,0.47622010694747724
02-12-2025,Combined Notice of Filings #2,https://www.federalregister.gov/documents/2025/02/12/2025-02529/combined-notice-of-filings-2,Energy Department; Federal Energy Regulatory Commission,neutral,0.9062578082084656,0.016636528074741364,0.9062578082084656,0.07710562646389008,-0.06046909838914871,-0.04755978610504557,0.47622010694747724
02-12-2025,Western Pacific Fishery Management Council; Public Meetings,https://www.federalregister.gov/documents/2025/02/12/2025-02502/western-pacific-fishery-management-council-public-meetings,Commerce Department; National Oceanic and Atmospheric Administration,neutral,0.939716637134552,0.02414393238723278,0.939716637134552,0.03613944351673126,-0.011995511129498482,-0.04755978610504557,0.47622010694747724
