timestamp,title,url,source
02-13-2025,"[Latest] Global Proton Exchange Membrane Fuel Cell Market Size/Share Worth USD 13,238.06 Million by 2034 at a 14.68% CAGR: Custom Market Insights (Analysis, Outlook, Leaders, Report, Trends, Forecast, Segmentation, Growth Rate, Value)",https://www.globenewswire.com/news-release/2025/02/13/3025634/0/en/Latest-Global-Proton-Exchange-Membrane-Fuel-Cell-Market-Size-Share-Worth-USD-13-238-06-Million-by-2034-at-a-14-68-CAGR-Custom-Market-Insights-Analysis-Outlook-Leaders-Report-Trends.html,GlobeNewswire Inc.
12-30-2024,"Green Hydrogen Market Projected to Reach USD 78,134.07 Million by 2032, Growing at a CAGR of 39.83% From 2024-2032 | Introspective Market Research",https://www.globenewswire.com/news-release/2024/12/30/3002685/0/en/Green-Hydrogen-Market-Projected-to-Reach-USD-78-134-07-Million-by-2032-Growing-at-a-CAGR-of-39-83-From-2024-2032-Introspective-Market-Research.html,GlobeNewswire Inc.
11-05-2024,"Ballard Power Reports 45% Revenue Decline Amid Slowing Hydrogen Adoption, Shares Dip",https://www.benzinga.com/news/earnings/24/11/41752166/ballard-power-reports-45-revenue-decline-amid-slowing-hydrogen-adoption-shares-dip,Benzinga
11-04-2024,Ballard announces purchase order to supply 200 fuel cell engines to New Flyer,https://www.benzinga.com/pressreleases/24/11/n41713002/ballard-announces-purchase-order-to-supply-200-fuel-cell-engines-to-new-flyer,Benzinga
10-16-2024,"Global Hydrogen Truck Market to Surge to USD 171,050 Million by 2034 with a 41.2% CAGR | Future Market Insights, Inc.",https://www.globenewswire.com/news-release/2024/10/16/2963732/0/en/Global-Hydrogen-Truck-Market-to-Surge-to-USD-171-050-Million-by-2034-with-a-41-2-CAGR-Future-Market-Insights-Inc.html,GlobeNewswire Inc.
10-10-2024,"Automotive Fuel Cell Market Size Projected to Grow at 31.1% CAGR, Reaching USD 8.6 Billion by 2034 with a Shift to Sustainable Transport| Report by Transparency Market Research, Inc.",https://www.globenewswire.com/news-release/2024/10/10/2961570/32656/en/Automotive-Fuel-Cell-Market-Size-Projected-to-Grow-at-31-1-CAGR-Reaching-USD-8-6-Billion-by-2034-with-a-Shift-to-Sustainable-Transport-Report-by-Transparency-Market-Research-Inc.html,GlobeNewswire Inc.
07-03-2024,"Merchant Hydrogen Market Size Projected to Reach USD 565.5 Billion by 2034, With CAGR of 8.2%: Prophecy Market ... - GlobeNewswire",https://www.globenewswire.com/news-release/2024/07/03/2907970/0/en/Merchant-Hydrogen-Market-Size-Projected-to-Reach-USD-565-5-Billion-by-2034-With-CAGR-of-8-2-Prophecy-Market-Insights.html,GlobeNewswire Inc.
05-07-2024,"Compared to Estimates, Ballard (BLDP) Q1 Earnings: A Look at Key Metrics",https://www.zacks.com/stock/news/2269710/compared-to-estimates-ballard-bldp-q1-earnings-a-look-at-key-metrics,Zacks Investment Research
05-07-2024,"Ballard Power Systems (BLDP) Reports Q1 Loss, Misses Revenue Estimates",https://www.zacks.com/stock/news/2269649/ballard-power-systems-bldp-reports-q1-loss-misses-revenue-estimates,Zacks Investment Research
04-25-2024,OSI Systems (OSIS) Tops Q3 Earnings and Revenue Estimates,https://www.zacks.com/stock/news/2262237/osi-systems-osis-tops-q3-earnings-and-revenue-estimates,Zacks Investment Research
04-01-2024,"Micron, Iris Energy, Trip.com Group And Other Big Stocks Moving Higher On Monday",https://www.benzinga.com/news/24/04/38028346/micron-iris-energy-trip-com-group-and-other-big-stocks-moving-higher-on-monday,Benzinga
03-12-2024,Ballard Power Systems Analysts Slash Their Forecasts After Q4 Results,https://www.benzinga.com/news/earnings/24/03/37630628/ballard-power-systems-analysts-slash-their-forecasts-after-q4-results,Benzinga
03-11-2024,Ballard (BLDP) Q4 Earnings: Taking a Look at Key Metrics Versus Estimates,https://www.zacks.com/stock/news/2238715/ballard-bldp-q4-earnings-taking-a-look-at-key-metrics-versus-estimates,Zacks Investment Research
03-07-2024,Snap One Holdings Corp. (SNPO) Q4 Earnings Top Estimates,https://www.zacks.com/stock/news/2237669/snap-one-holdings-corp-snpo-q4-earnings-top-estimates,Zacks Investment Research
03-07-2024,Should You Buy Ballard Power (BLDP) Ahead of Earnings?,https://www.zacks.com/stock/news/2237153/should-you-buy-ballard-power-bldp-ahead-of-earnings,Zacks Investment Research
03-05-2024,Allient (ALNT) Surpasses Q4 Earnings and Revenue Estimates,https://www.zacks.com/stock/news/2236357/allient-alnt-surpasses-q4-earnings-and-revenue-estimates,Zacks Investment Research
03-04-2024,Ballard Power Systems (BLDP) Expected to Beat Earnings Estimates: What to Know Ahead of Q4 Release,https://www.zacks.com/stock/news/2235403/ballard-power-systems-bldp-expected-to-beat-earnings-estimates-what-to-know-ahead-of-q4-release,Zacks Investment Research
02-28-2024,Novanta (NOVT) Meets Q4 Earnings Estimates,https://www.zacks.com/stock/news/2233005/novanta-novt-meets-q4-earnings-estimates,Zacks Investment Research
02-14-2024,Vishay Precision (VPG) Q4 Earnings and Revenues Beat Estimates,https://www.zacks.com/stock/news/2225954/vishay-precision-vpg-q4-earnings-and-revenues-beat-estimates,Zacks Investment Research
01-21-2024,1 Hydrogen Stock to Buy Hand Over Fist and 2 to Avoid,https://www.fool.com/investing/2024/01/21/hydrogen-stock-to-buy-hand-over-fist-2-to-avoid/,The Motley Fool
01-18-2024,"Discover Financial Posts Lower Q4 Profit, Joins Plug Power And Other Big Stocks Moving Lower In Thursday's Pre-Market Session",https://www.benzinga.com/news/24/01/36673696/discover-financial-posts-lower-q4-profit-joins-plug-power-and-other-big-stocks-moving-lower-in-thurs,Benzinga
11-14-2023,"Why Plug, Bloom, Fuel Cell Energy, and Ballard Stocks Popped",https://www.fool.com/investing/2023/11/14/why-plug-bloom-fuel-cell-energy-ballard-stocks-pop/,The Motley Fool
11-13-2023,Analyst Ratings for Ballard Power Systems,https://www.benzinga.com/analyst-ratings/23/11/35751552/analyst-ratings-for-ballard-power-systems,Benzinga
11-10-2023,"Unity Software, Groupon, Trade Desk And Other Big Stocks Moving Lower In Friday's Pre-Market Session",https://www.benzinga.com/news/23/11/35722026/unity-software-groupon-trade-desk-and-other-big-stocks-moving-lower-in-fridays-pre-market-session,Benzinga
11-07-2023,Here's What Key Metrics Tell Us About Ballard (BLDP) Q3 Earnings,https://www.zacks.com/stock/news/2180146/heres-what-key-metrics-tell-us-about-ballard-bldp-q3-earnings,Zacks Investment Research
11-03-2023,"WESCO (WCC) Q3 Earnings Beat Estimates, Revenues Rise Y/Y",https://www.zacks.com/stock/news/2178370/wesco-wcc-q3-earnings-beat-estimates-revenues-rise-yy,Zacks Investment Research
11-03-2023,"GoDaddy (GDDY) Q3 Earnings Beat Estimates, Revenues Rise Y/Y",https://www.zacks.com/stock/news/2178336/godaddy-gddy-q3-earnings-beat-estimates-revenues-rise-yy,Zacks Investment Research
11-03-2023,"Arrow Electronics (ARW) Q3 Earnings Top Estimates, Sales Miss",https://www.zacks.com/stock/news/2178260/arrow-electronics-arw-q3-earnings-top-estimates-sales-miss,Zacks Investment Research
11-02-2023,"Trimble (TRMB) Q3 Earnings Beat Estimates, Revenues Up Y/Y",https://www.zacks.com/stock/news/2177640/trimble-trmb-q3-earnings-beat-estimates-revenues-up-yy,Zacks Investment Research
11-02-2023,"PayPal (PYPL) Q3 Earnings Beat Estimates, Revenues Up Y/Y",https://www.zacks.com/stock/news/2177635/paypal-pypl-q3-earnings-beat-estimates-revenues-up-yy,Zacks Investment Research
